2023-08-01,Chuyên Viên IT ERP/ Helpdesk,IT Operations / DevOps / Support,Công ty TNHH Đức Trung,9 - 11 triệu,9000000.0,11000000.0,VND
2023-08-01,UI/UX Designer,Developer / Engineer,CÔNG TY TNHH WAKESIZE,thoả thuận,,,
2023-08-01,Business Development,Developer / Engineer,CÔNG TY TNHH WAKESIZE,thoả thuận,,,
2023-08-01,24/7 .Net Developer,Developer / Engineer,Niteco,thoả thuận,,,
2023-08-01,IT Business Analyst (Finance/ Bank Experienced),Business / Analyst / Product,SHINHAN FINANCE,thoả thuận,,,
2023-08-01,Nhân Viên Giám Sát Camera,IT Operations / DevOps / Support,CÔNG TY TNHH THƯƠNG MAI AN CÁT- siêu thị K-Market,thoả thuận,,,
2023-08-01,Senior .Net Developers,Developer / Engineer,Niteco,thoả thuận,,,
2023-08-01,Technical Leader (Vuejs/Nodejs/Java/Fullstack),Developer / Engineer,CÔNG TY TNHH WAKESIZE,thoả thuận,,,
2023-08-01,Android Developers Biết Tiếng Trung,Developer / Engineer,Công ty cổ phần ANNA LEE GROUP,thoả thuận,,,
2023-08-01,Senior Business Analyst (Phân Tích Nghiệp Vụ) [Hà Nội],Business / Analyst / Product,CÔNG TY TNHH CÔNG NGHỆ NIW VIỆT NAM,tới 35 triệu,,35000000.0,VND
2023-08-01,Lập Trình Viên PHP,Developer / Engineer,Công ty Cổ phần Giáo dục & Đào tạo IMAP Việt Nam,15 - 25 triệu,15000000.0,25000000.0,VND
2023-08-01,Nhân Viên Kỹ Thuật Máy Tính - Máy In,IT Operations / DevOps / Support,công ty tnhh MTV Máy Tính Thuận Nhân,trên 10 triệu,10000000.0,,VND
2023-08-01,Tester Onsite,Tester / QA,Công ty cổ phần Ecoit,15 - 20 triệu,15000000.0,20000000.0,VND
2023-08-01,Solution Architect - Hà Nội,IT Operations / DevOps / Support,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,thoả thuận,,,
2023-08-01,Lập Trình Viên Backend PHP,Developer / Engineer,Công ty cổ phần công nghệ và dịch vụ Procare,8 - 20 triệu,8000000.0,20000000.0,VND
2023-08-01,Chuyên Viên Lập Trình - Mobile Dev,Developer / Engineer,Công ty Cổ phần Tin học - Viễn thông Hàng không,tới 15 triệu,,15000000.0,VND
2023-08-01,Data Engineer (Attractive Salary) - Top 1 Edtech Companies In Vietnam,Developer / Engineer,EDUPIA,tới 35 triệu,,35000000.0,VND
2023-08-01,PHP Developer,Developer / Engineer,CÔNG TY TNHH OUTCUBATOR VIỆT NAM,"800 - 2,000 usd",800.0,2000.0,USD
2023-08-01,IOS Developer,Developer / Engineer,CÔNG TY TNHH OUTCUBATOR VIỆT NAM,thoả thuận,,,
2023-08-01,React JS,Developer / Engineer,Công ty TNHH G&G Blockchain Camp,thoả thuận,,,
2023-08-01,Senior Business Analyst,Business / Analyst / Product,Woo Technology,"1,000 - 2,000 usd",1000.0,2000.0,USD
2023-08-01,Business Analyst,Business / Analyst / Product,Công ty cổ phần VH Edtech,thoả thuận,,,
2023-08-01,Chuyên Viên Vận Hành Cloud (Lương Upto 60Tr),IT Operations / DevOps / Support,Công ty cổ phần đầu tư thương mại xuất nhập khẩu Ngọc Đức,30 - 60 triệu,30000000.0,60000000.0,VND
2023-08-01,Nhân Viên Triển Khai Chuyển Giao Phần Mềm,Developer / Engineer,CÔNG TY CP TIN HỌC VÂN THANH,thoả thuận,,,
2023-08-01,Nhân Viên Lập Trình (Lương Cứng Từ 10 - 12 Triệu + Thưởng Dự Án),Developer / Engineer,Công ty TNHH Thiết bị & Công nghệ Phần mềm An Phát,10 - 15 triệu,10000000.0,15000000.0,VND
2023-08-01,Business Analyses For Product Team,Business / Analyst / Product,Công ty Cổ phần Eton,tới 30 triệu,,30000000.0,VND
2023-08-01,Thực Tập Sinh Business Analyst,Business / Analyst / Product,Top On Seek (TOS) Ltd.,trên 3 triệu,3000000.0,,VND
2023-08-01,IT Comtor Tiếng Nhật ( Từ 1 Năm Kinh Nghiệm),IT Operations / DevOps / Support,Công ty Cổ phần NTQ Solution,tới 25 triệu,,25000000.0,VND
2023-08-01,Thực Tập Sinh Lập Trình Viên JavaScript.,Developer / Engineer,Công ty Cổ phần Dịch vụ Truyền thông Đa phương tiện Việt Nam,thoả thuận,,,
2023-08-01,Thực Tập Sinh Lập Trình Viên PHP,Developer / Engineer,Công ty Cổ phần Dịch vụ Truyền thông Đa phương tiện Việt Nam,thoả thuận,,,
2023-08-01,Lập Trình Viên IOS 700$ - 1100$,Developer / Engineer,Công ty Cổ phần Phần mềm Deha,"700 - 1,100 usd",700.0,1100.0,USD
2023-08-01,Kỹ Sư Cầu Nối - Brigde Software Engineer,Developer / Engineer,Công ty TNHH Sản xuất phần mềm BAP,"1,000 - 3,000 usd",1000.0,3000.0,USD
2023-08-01,Lập Trình Viên Android 700$ - 1100$,Developer / Engineer,Công ty Cổ phần Phần mềm Deha,"700 - 1,100 usd",700.0,1100.0,USD
2023-08-01,Process QA For Hardware,Tester / QA,CÔNG TY TNHH EARABLE VIỆT NAM,20 - 30 triệu,20000000.0,30000000.0,VND
2023-08-01,"Business Analyst (2+ Năm Kinh Nghiệm, Topik 5 Trở Lên) - Onsite 3 Đến 6 Tháng Hàn Quốc - Lương Up To 35M Gross",Business / Analyst / Product,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,tới 35 triệu,,35000000.0,VND
2023-08-01,"Brse Engineer (2+ Năm Kinh Nghiệm, Topik 5 Trở Lên) - Onsite 3 Đến 6 Tháng Hàn Quốc_Lương Up To 35M Gross",Developer / Engineer,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,tới 35 triệu,,35000000.0,VND
2023-08-01,Business Analyst Lead (Firmware/Software Documentation),Business / Analyst / Product,CÔNG TY TNHH EARABLE VIỆT NAM,30 - 50 triệu,30000000.0,50000000.0,VND
2023-08-01,Process QA For Software,Tester / QA,CÔNG TY TNHH EARABLE VIỆT NAM,20 - 35 triệu,20000000.0,35000000.0,VND
2023-08-01,Middle Content Writer,IT Operations / DevOps / Support,Inspire Lab Technology,"tới 1,000 usd",,1000.0,USD
2023-08-01,Senior Flutter Mobile/ Lập Trình Viên Di Động Lĩnh Vực E-Learning (Up To 40M),Developer / Engineer,CÔNG TY TNHH FIVE-STAR E-LEARNING,tới 40 triệu,,40000000.0,VND
2023-08-01,Android Developer (Java/ Kotlin),Developer / Engineer,Công ty CPDV Trực tuyến Cộng Đồng Việt (VietUnion),tới 30 triệu,,30000000.0,VND
2023-08-01,Chuyên Viên Tester,Tester / QA,CÔNG TY TNHH ĐẦU TƯ GIÁO DỤC TRẠNG NGUYÊN,tới 18 triệu,,18000000.0,VND
2023-08-01,Security Solution Architect - Salary Up To $3000,IT Operations / DevOps / Support,FPT Software,thoả thuận,,,
2023-08-01,Android Developer,Developer / Engineer,CÔNG TY TNHH OUTCUBATOR VIỆT NAM,"tới 2,000 usd",,2000.0,USD
